InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,MonthName,Day,Weekday,Week,Date
541104,22697,GREEN REGENCY TEACUP AND SAUCER,5,2025-06-26 07:44:32,3.22,14307,Germany,16.1,2025,6,Jun 2025,26,Thursday,26,2025-06-26
543043,23298,SPACEBOY LUNCH BOX,15,2024-02-14 22:37:30,1.91,13333,Canada,28.65,2024,2,Feb 2024,14,Wednesday,7,2024-02-14
538161,22193,RED DINER WALL CLOCK,5,2024-03-10 03:24:30,9.23,14565,United Kingdom,46.15,2024,3,Mar 2024,10,Sunday,10,2024-03-10
541334,21034,REX CASH+CARRY JUMBO SHOPPER,20,2025-05-25 17:26:11,1.27,15742,United Kingdom,25.4,2025,5,May 2025,25,Sunday,21,2025-05-25
540609,71053,WHITE METAL LANTERN,16,2025-10-13 15:58:48,3.66,17797,United Kingdom,58.56,2025,10,Oct 2025,13,Monday,42,2025-10-13
536725,22960,JAM MAKING SET WITH JARS,20,2024-09-21 19:34:55,4.6,15122,United Kingdom,92.0,2024,9,Sep 2024,21,Saturday,38,2024-09-21
539684,22423,REGENCY CAKESTAND 3 TIER,17,2025-11-10 18:05:45,12.51,12876,Switzerland,212.67,2025,11,Nov 2025,10,Monday,46,2025-11-10
537618,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2025-09-17 08:01:03,4.02,14281,Denmark,56.28,2025,9,Sep 2025,17,Wednesday,38,2025-09-17
539709,20728,LUNCH BAG CARS BLUE,4,2024-09-07 15:53:44,1.58,17299,Sweden,6.32,2024,9,Sep 2024,7,Saturday,36,2024-09-07
536653,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2024-11-12 02:56:25,3.9,17459,Denmark,15.6,2024,11,Nov 2024,12,Tuesday,46,2024-11-12
543531,22193,RED DINER WALL CLOCK,8,2024-12-01 04:42:41,8.03,17983,Netherlands,64.24,2024,12,Dec 2024,1,Sunday,48,2024-12-01
543463,21034,REX CASH+CARRY JUMBO SHOPPER,21,2024-04-11 00:56:48,1.13,16295,France,23.73,2024,4,Apr 2024,11,Thursday,15,2024-04-11
537451,22632,HAND WARMER RED POLKA DOT,22,2024-07-24 20:38:40,1.84,17748,Netherlands,40.48,2024,7,Jul 2024,24,Wednesday,30,2024-07-24
537708,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2025-05-10 10:49:32,1.79,14036,United Kingdom,8.95,2025,5,May 2025,10,Saturday,19,2025-05-10
540394,20727,LUNCH BAG BLACK SKULL,21,2024-09-06 23:54:45,1.75,15118,United Kingdom,36.75,2024,9,Sep 2024,6,Friday,36,2024-09-06
536612,22193,RED DINER WALL CLOCK,3,2024-12-11 09:54:29,8.36,17583,Japan,25.08,2024,12,Dec 2024,11,Wednesday,50,2024-12-11
540307,21034,REX CASH+CARRY JUMBO SHOPPER,22,2024-03-22 05:16:48,1.31,12378,United Kingdom,28.82,2024,3,Mar 2024,22,Friday,12,2024-03-22
537776,23355,HOT WATER BOTTLE KEEP CALM,16,2025-03-15 19:03:01,4.2,13107,Italy,67.2,2025,3,Mar 2025,15,Saturday,11,2025-03-15
539320,85099B,JUMBO BAG RED RETROSPOT,16,2024-11-10 02:00:39,2.03,13274,France,32.48,2024,11,Nov 2024,10,Sunday,45,2024-11-10
539189,21770,TOADSTOOL LED NIGHT LIGHT,6,2025-03-08 17:50:03,4.17,14966,United Kingdom,25.02,2025,3,Mar 2025,8,Saturday,10,2025-03-08
536995,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,24,2025-01-07 11:44:27,3.4,17266,United Kingdom,81.6,2025,1,Jan 2025,7,Tuesday,2,2025-01-07
537533,71053,WHITE METAL LANTERN,10,2025-08-29 01:28:14,3.14,16116,EIRE,31.4,2025,8,Aug 2025,29,Friday,35,2025-08-29
540115,84029E,RED WOOLLY HOTTIE WHITE HEART,21,2025-06-21 16:36:16,3.88,15287,United Kingdom,81.48,2025,6,Jun 2025,21,Saturday,25,2025-06-21
542094,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2024-04-01 10:34:46,4.19,15984,United Kingdom,67.04,2024,4,Apr 2024,1,Monday,14,2024-04-01
536507,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2025-03-23 09:28:07,4.65,16637,Norway,13.95,2025,3,Mar 2025,23,Sunday,12,2025-03-23
537756,85099B,JUMBO BAG RED RETROSPOT,3,2025-10-19 15:11:53,2.16,17756,Italy,6.48,2025,10,Oct 2025,19,Sunday,42,2025-10-19
539053,84406B,CREAM CUPID HEARTS COAT HANGER,10,2025-05-19 01:50:23,2.85,15892,Singapore,28.5,2025,5,May 2025,19,Monday,21,2025-05-19
542427,22150,3 STRIPEY MICE FELTCRAFT,1,2024-03-20 00:48:45,4.06,12837,United Kingdom,4.06,2024,3,Mar 2024,20,Wednesday,12,2024-03-20
539339,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2025-11-03 11:44:32,4.07,17117,Portugal,32.56,2025,11,Nov 2025,3,Monday,45,2025-11-03
542252,22698,PINK REGENCY TEACUP AND SAUCER,5,2024-12-09 12:37:00,2.77,17850,United Kingdom,13.85,2024,12,Dec 2024,9,Monday,50,2024-12-09
539563,22193,RED DINER WALL CLOCK,21,2025-07-03 17:21:24,9.14,14908,United Kingdom,191.94,2025,7,Jul 2025,3,Thursday,27,2025-07-03
543535,22150,3 STRIPEY MICE FELTCRAFT,20,2025-01-23 04:46:11,4.19,13268,United Kingdom,83.8,2025,1,Jan 2025,23,Thursday,4,2025-01-23
541916,22752,SET 7 BABUSHKA NESTING BOXES,4,2024-04-15 15:39:02,7.66,17094,Denmark,30.64,2024,4,Apr 2024,15,Monday,16,2024-04-15
539940,20725,LUNCH BAG RED RETROSPOT,4,2024-08-01 22:09:24,1.6,13830,Spain,6.4,2024,8,Aug 2024,1,Thursday,31,2024-08-01
538223,21034,REX CASH+CARRY JUMBO SHOPPER,1,2025-02-11 03:10:50,1.37,14863,Belgium,1.37,2025,2,Feb 2025,11,Tuesday,7,2025-02-11
542277,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2024-06-08 10:34:41,3.58,15953,Netherlands,78.76,2024,6,Jun 2024,8,Saturday,23,2024-06-08
541367,22633,HAND WARMER UNION JACK,2,2024-06-13 02:10:09,2.02,13337,United Kingdom,4.04,2024,6,Jun 2024,13,Thursday,24,2024-06-13
542506,22632,HAND WARMER RED POLKA DOT,24,2024-10-07 23:34:14,1.7,16987,Spain,40.8,2024,10,Oct 2024,7,Monday,41,2024-10-07
537046,22193,RED DINER WALL CLOCK,24,2025-04-05 07:00:46,8.22,16422,United Kingdom,197.28,2025,4,Apr 2025,5,Saturday,14,2025-04-05
537046,22632,HAND WARMER RED POLKA DOT,15,2024-02-01 14:46:15,1.99,16867,Spain,29.85,2024,2,Feb 2024,1,Thursday,5,2024-02-01
542918,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-10-14 15:01:13,2.8,14569,Netherlands,16.8,2025,10,Oct 2025,14,Tuesday,42,2025-10-14
537831,22632,HAND WARMER RED POLKA DOT,9,2024-03-10 05:28:41,1.88,15530,Netherlands,16.92,2024,3,Mar 2024,10,Sunday,10,2024-03-10
538201,22383,LUNCH BAG SUKI DESIGN,23,2024-07-10 01:40:32,1.77,15039,EIRE,40.71,2024,7,Jul 2024,10,Wednesday,28,2024-07-10
539952,85099B,JUMBO BAG RED RETROSPOT,19,2024-02-04 18:58:38,2.25,16987,Switzerland,42.75,2024,2,Feb 2024,4,Sunday,5,2024-02-04
543609,20728,LUNCH BAG CARS BLUE,12,2024-08-20 13:25:36,1.55,15056,USA,18.6,2024,8,Aug 2024,20,Tuesday,34,2024-08-20
543209,22632,HAND WARMER RED POLKA DOT,17,2025-09-28 10:51:20,1.7,16638,Spain,28.9,2025,9,Sep 2025,28,Sunday,39,2025-09-28
539072,22193,RED DINER WALL CLOCK,23,2024-05-20 10:47:51,7.85,13049,United Kingdom,180.55,2024,5,May 2024,20,Monday,21,2024-05-20
538729,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-03-21 01:58:20,2.46,14359,Spain,17.22,2024,3,Mar 2024,21,Thursday,12,2024-03-21
541165,21770,TOADSTOOL LED NIGHT LIGHT,9,2024-03-19 16:29:17,3.68,12606,Australia,33.12,2024,3,Mar 2024,19,Tuesday,12,2024-03-19
539330,84406B,CREAM CUPID HEARTS COAT HANGER,14,2025-11-21 06:29:54,2.62,12495,United Kingdom,36.68,2025,11,Nov 2025,21,Friday,47,2025-11-21
540108,22632,HAND WARMER RED POLKA DOT,11,2024-12-18 22:12:17,2.0,13806,United Kingdom,22.0,2024,12,Dec 2024,18,Wednesday,51,2024-12-18
538220,22699,ROSES REGENCY TEACUP AND SAUCER,3,2025-08-25 03:30:16,2.83,12883,Belgium,8.49,2025,8,Aug 2025,25,Monday,35,2025-08-25
538742,22383,LUNCH BAG SUKI DESIGN,18,2025-03-19 07:22:28,1.78,12858,EIRE,32.04,2025,3,Mar 2025,19,Wednesday,12,2025-03-19
538263,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2024-10-19 20:17:23,2.66,14684,United Kingdom,47.88,2024,10,Oct 2024,19,Saturday,42,2024-10-19
539670,22697,GREEN REGENCY TEACUP AND SAUCER,14,2024-11-01 10:38:07,3.07,17653,France,42.98,2024,11,Nov 2024,1,Friday,44,2024-11-01
542481,23355,HOT WATER BOTTLE KEEP CALM,5,2025-07-19 04:10:56,4.42,12986,United Kingdom,22.1,2025,7,Jul 2025,19,Saturday,29,2025-07-19
541877,22193,RED DINER WALL CLOCK,3,2024-06-04 09:04:33,8.87,17374,France,26.61,2024,6,Jun 2024,4,Tuesday,23,2024-06-04
537090,20727,LUNCH BAG BLACK SKULL,4,2024-10-08 21:58:41,1.7,17143,United Kingdom,6.8,2024,10,Oct 2024,8,Tuesday,41,2024-10-08
536590,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2025-03-19 06:33:00,1.81,15553,United Kingdom,30.77,2025,3,Mar 2025,19,Wednesday,12,2025-03-19
542182,20727,LUNCH BAG BLACK SKULL,8,2024-03-31 03:58:57,1.68,16390,United Kingdom,13.44,2024,3,Mar 2024,31,Sunday,13,2024-03-31
537243,71053,WHITE METAL LANTERN,2,2024-05-27 10:45:47,3.57,14863,United Kingdom,7.14,2024,5,May 2024,27,Monday,22,2024-05-27
543440,22960,JAM MAKING SET WITH JARS,7,2024-07-19 09:22:15,3.85,14151,United Kingdom,26.95,2024,7,Jul 2024,19,Friday,29,2024-07-19
541353,71053,WHITE METAL LANTERN,9,2024-10-17 05:24:32,3.28,16605,United Kingdom,29.52,2024,10,Oct 2024,17,Thursday,42,2024-10-17
536743,22699,ROSES REGENCY TEACUP AND SAUCER,2,2024-10-06 07:10:23,3.13,15892,France,6.26,2024,10,Oct 2024,6,Sunday,40,2024-10-06
538573,85099B,JUMBO BAG RED RETROSPOT,3,2025-07-25 03:31:41,1.89,15095,Germany,5.67,2025,7,Jul 2025,25,Friday,30,2025-07-25
541599,22193,RED DINER WALL CLOCK,22,2025-03-03 00:08:57,8.05,18007,Denmark,177.1,2025,3,Mar 2025,3,Monday,10,2025-03-03
541971,21770,TOADSTOOL LED NIGHT LIGHT,8,2024-02-08 14:29:38,3.89,17021,United Kingdom,31.12,2024,2,Feb 2024,8,Thursday,6,2024-02-08
541215,84406B,CREAM CUPID HEARTS COAT HANGER,6,2025-11-03 13:53:12,2.89,14996,Denmark,17.34,2025,11,Nov 2025,3,Monday,45,2025-11-03
539581,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2024-01-23 08:44:50,3.66,14016,Canada,21.96,2024,1,Jan 2024,23,Tuesday,4,2024-01-23
538040,23203,JUMBO BAG DOILEY PATTERNS,19,2025-03-02 21:32:13,2.27,17681,United Kingdom,43.13,2025,3,Mar 2025,2,Sunday,9,2025-03-02
539886,21770,TOADSTOOL LED NIGHT LIGHT,10,2025-05-13 01:27:39,4.33,16117,Finland,43.3,2025,5,May 2025,13,Tuesday,20,2025-05-13
542703,22632,HAND WARMER RED POLKA DOT,22,2025-05-06 09:41:18,2.03,14141,United Kingdom,44.66,2025,5,May 2025,6,Tuesday,19,2025-05-06
541759,22960,JAM MAKING SET WITH JARS,22,2025-01-25 06:01:47,4.36,12867,France,95.92,2025,1,Jan 2025,25,Saturday,4,2025-01-25
541447,22632,HAND WARMER RED POLKA DOT,18,2025-01-09 21:02:58,1.81,14452,United Kingdom,32.58,2025,1,Jan 2025,9,Thursday,2,2025-01-09
543054,23355,HOT WATER BOTTLE KEEP CALM,20,2025-02-06 03:16:53,4.54,17143,United Kingdom,90.8,2025,2,Feb 2025,6,Thursday,6,2025-02-06
537460,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2024-10-08 03:11:19,1.73,12857,Finland,31.14,2024,10,Oct 2024,8,Tuesday,41,2024-10-08
542344,21770,TOADSTOOL LED NIGHT LIGHT,14,2024-11-26 05:59:23,4.32,14835,United Kingdom,60.48,2024,11,Nov 2024,26,Tuesday,48,2024-11-26
541963,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,9,2025-06-17 06:41:45,3.98,14137,Japan,35.82,2025,6,Jun 2025,17,Tuesday,25,2025-06-17
539166,22632,HAND WARMER RED POLKA DOT,19,2024-10-13 00:24:34,2.01,16206,Belgium,38.19,2024,10,Oct 2024,13,Sunday,41,2024-10-13
541805,22193,RED DINER WALL CLOCK,20,2024-08-07 20:40:55,7.95,17227,United Kingdom,159.0,2024,8,Aug 2024,7,Wednesday,32,2024-08-07
538968,22699,ROSES REGENCY TEACUP AND SAUCER,6,2024-08-17 14:10:48,3.03,13103,United Kingdom,18.18,2024,8,Aug 2024,17,Saturday,33,2024-08-17
542785,23203,JUMBO BAG DOILEY PATTERNS,1,2024-11-03 17:20:06,2.03,14036,Germany,2.03,2024,11,Nov 2024,3,Sunday,44,2024-11-03
542248,22150,3 STRIPEY MICE FELTCRAFT,16,2025-05-23 12:24:15,3.87,15349,Australia,61.92,2025,5,May 2025,23,Friday,21,2025-05-23
538051,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2024-03-22 22:02:15,0.6,15203,United Kingdom,8.4,2024,3,Mar 2024,22,Friday,12,2024-03-22
538475,21034,REX CASH+CARRY JUMBO SHOPPER,14,2025-06-14 11:20:08,1.25,14546,United Kingdom,17.5,2025,6,Jun 2025,14,Saturday,24,2025-06-14
536678,22748,POPPY'S PLAYHOUSE KITCHEN,6,2024-04-15 00:04:35,2.23,15170,Italy,13.38,2024,4,Apr 2024,15,Monday,16,2024-04-15
540648,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2025-08-02 16:49:52,4.17,18269,France,16.68,2025,8,Aug 2025,2,Saturday,31,2025-08-02
537492,22698,PINK REGENCY TEACUP AND SAUCER,18,2024-12-01 23:12:58,2.66,12488,USA,47.88,2024,12,Dec 2024,1,Sunday,48,2024-12-01
538088,22752,SET 7 BABUSHKA NESTING BOXES,19,2024-06-07 03:39:02,6.93,17983,United Kingdom,131.67,2024,6,Jun 2024,7,Friday,23,2024-06-07
538109,23203,JUMBO BAG DOILEY PATTERNS,3,2024-08-19 11:16:28,2.14,15580,United Kingdom,6.42,2024,8,Aug 2024,19,Monday,34,2024-08-19
537438,22697,GREEN REGENCY TEACUP AND SAUCER,7,2025-05-31 21:50:29,2.95,15371,United Kingdom,20.65,2025,5,May 2025,31,Saturday,22,2025-05-31
539836,22699,ROSES REGENCY TEACUP AND SAUCER,7,2025-05-21 23:18:03,2.8,15097,EIRE,19.6,2025,5,May 2025,21,Wednesday,21,2025-05-21
540274,22150,3 STRIPEY MICE FELTCRAFT,24,2025-09-19 20:55:03,4.23,14005,United Kingdom,101.52,2025,9,Sep 2025,19,Friday,38,2025-09-19
538049,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,22,2025-04-03 08:46:13,3.67,12661,Spain,80.74,2025,4,Apr 2025,3,Thursday,14,2025-04-03
541858,21034,REX CASH+CARRY JUMBO SHOPPER,15,2024-03-05 02:27:47,1.2,12763,United Kingdom,18.0,2024,3,Mar 2024,5,Tuesday,10,2024-03-05
538773,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,2025-09-29 17:42:40,3.82,13834,United Kingdom,26.74,2025,9,Sep 2025,29,Monday,40,2025-09-29
542703,22383,LUNCH BAG SUKI DESIGN,5,2024-04-30 03:53:05,1.75,17879,Germany,8.75,2024,4,Apr 2024,30,Tuesday,18,2024-04-30
542747,84406B,CREAM CUPID HEARTS COAT HANGER,24,2025-06-23 08:23:45,2.63,17200,United Kingdom,63.12,2025,6,Jun 2025,23,Monday,26,2025-06-23
543416,22699,ROSES REGENCY TEACUP AND SAUCER,7,2024-12-30 07:48:10,3.21,13145,United Kingdom,22.47,2024,12,Dec 2024,30,Monday,1,2024-12-30
540698,22748,POPPY'S PLAYHOUSE KITCHEN,21,2025-06-27 19:13:21,2.29,17341,France,48.09,2025,6,Jun 2025,27,Friday,26,2025-06-27
541664,84406B,CREAM CUPID HEARTS COAT HANGER,7,2024-01-24 14:26:05,2.9,17446,France,20.3,2024,1,Jan 2024,24,Wednesday,4,2024-01-24
536642,22698,PINK REGENCY TEACUP AND SAUCER,18,2025-11-18 23:05:40,3.18,14133,Denmark,57.24,2025,11,Nov 2025,18,Tuesday,47,2025-11-18
538511,23298,SPACEBOY LUNCH BOX,17,2025-09-09 23:04:22,1.98,14074,United Kingdom,33.66,2025,9,Sep 2025,9,Tuesday,37,2025-09-09
542218,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2024-05-01 19:23:48,3.59,14931,United Kingdom,57.44,2024,5,May 2024,1,Wednesday,18,2024-05-01
539692,22697,GREEN REGENCY TEACUP AND SAUCER,21,2025-05-16 07:02:39,3.02,16090,United Kingdom,63.42,2025,5,May 2025,16,Friday,20,2025-05-16
538228,47566,PARTY BUNTING,6,2025-07-17 06:42:35,5.28,14141,United Kingdom,31.68,2025,7,Jul 2025,17,Thursday,29,2025-07-17
542153,22383,LUNCH BAG SUKI DESIGN,20,2024-12-02 19:17:19,1.79,14829,United Kingdom,35.8,2024,12,Dec 2024,2,Monday,49,2024-12-02
542286,22423,REGENCY CAKESTAND 3 TIER,5,2025-07-24 01:39:16,13.55,17004,United Kingdom,67.75,2025,7,Jul 2025,24,Thursday,30,2025-07-24
537202,23203,JUMBO BAG DOILEY PATTERNS,19,2024-02-08 10:42:15,2.07,13673,United Kingdom,39.33,2024,2,Feb 2024,8,Thursday,6,2024-02-08
536497,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2025-07-19 19:49:10,2.62,15405,Denmark,49.78,2025,7,Jul 2025,19,Saturday,29,2025-07-19
537860,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,2025-11-01 22:41:04,2.35,13764,United Kingdom,51.7,2025,11,Nov 2025,1,Saturday,44,2025-11-01
540008,22193,RED DINER WALL CLOCK,1,2024-06-19 07:30:54,8.84,14783,United Kingdom,8.84,2024,6,Jun 2024,19,Wednesday,25,2024-06-19
541363,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2025-09-03 00:51:55,1.52,17020,United Kingdom,9.12,2025,9,Sep 2025,3,Wednesday,36,2025-09-03
536631,20727,LUNCH BAG BLACK SKULL,19,2025-08-10 14:04:52,1.8,13226,United Kingdom,34.2,2025,8,Aug 2025,10,Sunday,32,2025-08-10
538656,47566,PARTY BUNTING,8,2025-10-22 06:24:49,5.4,12428,Netherlands,43.2,2025,10,Oct 2025,22,Wednesday,43,2025-10-22
540246,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2025-11-03 18:55:40,2.44,12918,France,56.12,2025,11,Nov 2025,3,Monday,45,2025-11-03
541547,23203,JUMBO BAG DOILEY PATTERNS,9,2025-11-24 00:21:37,2.11,14090,Germany,18.99,2025,11,Nov 2025,24,Monday,48,2025-11-24
538723,20727,LUNCH BAG BLACK SKULL,13,2024-01-31 21:06:34,1.64,17756,United Kingdom,21.32,2024,1,Jan 2024,31,Wednesday,5,2024-01-31
536587,85099B,JUMBO BAG RED RETROSPOT,6,2024-03-04 18:25:14,2.2,13984,Spain,13.2,2024,3,Mar 2024,4,Monday,10,2024-03-04
542015,21034,REX CASH+CARRY JUMBO SHOPPER,9,2025-07-08 11:09:58,1.16,17541,United Kingdom,10.44,2025,7,Jul 2025,8,Tuesday,28,2025-07-08
542824,22748,POPPY'S PLAYHOUSE KITCHEN,20,2025-05-29 02:22:36,1.92,17644,United Kingdom,38.4,2025,5,May 2025,29,Thursday,22,2025-05-29
540883,84406B,CREAM CUPID HEARTS COAT HANGER,23,2025-08-09 07:36:19,2.96,15248,United Kingdom,68.08,2025,8,Aug 2025,9,Saturday,32,2025-08-09
541956,23298,SPACEBOY LUNCH BOX,19,2025-10-26 01:13:54,2.05,12816,United Kingdom,38.95,2025,10,Oct 2025,26,Sunday,43,2025-10-26
538297,22633,HAND WARMER UNION JACK,12,2025-07-28 01:34:42,1.98,12593,Canada,23.76,2025,7,Jul 2025,28,Monday,31,2025-07-28
543132,22383,LUNCH BAG SUKI DESIGN,13,2025-05-09 11:54:22,1.58,13776,United Kingdom,20.54,2025,5,May 2025,9,Friday,19,2025-05-09
543311,21034,REX CASH+CARRY JUMBO SHOPPER,4,2024-11-18 07:52:34,1.32,15421,United Kingdom,5.28,2024,11,Nov 2024,18,Monday,47,2024-11-18
543392,21034,REX CASH+CARRY JUMBO SHOPPER,18,2024-01-17 17:59:54,1.18,16605,United Kingdom,21.24,2024,1,Jan 2024,17,Wednesday,3,2024-01-17
539227,21770,TOADSTOOL LED NIGHT LIGHT,14,2024-12-13 22:47:59,3.83,17143,United Kingdom,53.62,2024,12,Dec 2024,13,Friday,50,2024-12-13
539904,22961,JAM MAKING SET PRINTED,3,2025-06-29 12:08:13,1.31,13696,France,3.93,2025,6,Jun 2025,29,Sunday,26,2025-06-29
539202,22961,JAM MAKING SET PRINTED,15,2025-01-17 18:12:49,1.34,16244,United Kingdom,20.1,2025,1,Jan 2025,17,Friday,3,2025-01-17
542515,22745,POPPY'S PLAYHOUSE BEDROOM,15,2024-03-09 22:35:46,2.03,13464,Switzerland,30.45,2024,3,Mar 2024,9,Saturday,10,2024-03-09
541106,21931,JUMBO STORAGE BAG SUKI,23,2024-04-29 09:49:58,2.05,14993,United Kingdom,47.15,2024,4,Apr 2024,29,Monday,18,2024-04-29
543065,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2025-05-17 11:08:48,4.48,13728,United Kingdom,67.2,2025,5,May 2025,17,Saturday,20,2025-05-17
542040,84879,ASSORTED COLOUR BIRD ORNAMENT,21,2024-11-19 21:34:22,1.65,16507,United Kingdom,34.65,2024,11,Nov 2024,19,Tuesday,47,2024-11-19
536680,71053,WHITE METAL LANTERN,21,2025-11-27 08:09:01,3.45,16276,United Kingdom,72.45,2025,11,Nov 2025,27,Thursday,48,2025-11-27
541392,47566,PARTY BUNTING,22,2025-04-16 03:02:17,4.47,13359,United Kingdom,98.34,2025,4,Apr 2025,16,Wednesday,16,2025-04-16
542945,84406B,CREAM CUPID HEARTS COAT HANGER,3,2025-09-03 00:21:49,2.82,12747,United Kingdom,8.46,2025,9,Sep 2025,3,Wednesday,36,2025-09-03
537982,21730,GLASS STAR FROSTED T-LIGHT HOLDER,19,2025-02-22 12:35:00,3.98,16907,United Kingdom,75.62,2025,2,Feb 2025,22,Saturday,8,2025-02-22
541163,21770,TOADSTOOL LED NIGHT LIGHT,11,2024-09-25 05:07:59,4.17,13990,Spain,45.87,2024,9,Sep 2024,25,Wednesday,39,2024-09-25
537422,22699,ROSES REGENCY TEACUP AND SAUCER,20,2025-02-05 01:32:15,2.91,17293,France,58.2,2025,2,Feb 2025,5,Wednesday,6,2025-02-05
543597,21034,REX CASH+CARRY JUMBO SHOPPER,20,2024-08-06 16:36:41,1.17,14776,United Kingdom,23.4,2024,8,Aug 2024,6,Tuesday,32,2024-08-06
538034,22699,ROSES REGENCY TEACUP AND SAUCER,20,2025-09-20 23:49:33,2.97,14507,Netherlands,59.4,2025,9,Sep 2025,20,Saturday,38,2025-09-20
540984,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2024-03-10 02:42:17,1.72,16244,Italy,20.64,2024,3,Mar 2024,10,Sunday,10,2024-03-10
543205,23203,JUMBO BAG DOILEY PATTERNS,9,2024-05-15 03:17:58,2.0,14017,Sweden,18.0,2024,5,May 2024,15,Wednesday,20,2024-05-15
539874,22193,RED DINER WALL CLOCK,22,2024-05-10 20:43:56,8.12,15248,EIRE,178.64,2024,5,May 2024,10,Friday,19,2024-05-10
543502,22961,JAM MAKING SET PRINTED,4,2025-10-02 04:00:45,1.59,17984,United Kingdom,6.36,2025,10,Oct 2025,2,Thursday,40,2025-10-02
542542,71053,WHITE METAL LANTERN,18,2025-05-05 08:59:52,3.27,16087,United Kingdom,58.86,2025,5,May 2025,5,Monday,19,2025-05-05
542725,22748,POPPY'S PLAYHOUSE KITCHEN,15,2025-08-08 10:58:58,2.29,14056,United Kingdom,34.35,2025,8,Aug 2025,8,Friday,32,2025-08-08
541165,22423,REGENCY CAKESTAND 3 TIER,17,2024-11-30 00:37:17,13.35,15042,Japan,226.95,2024,11,Nov 2024,30,Saturday,48,2024-11-30
539681,22150,3 STRIPEY MICE FELTCRAFT,7,2025-02-09 11:42:16,4.07,12608,Germany,28.49,2025,2,Feb 2025,9,Sunday,6,2025-02-09
537117,22699,ROSES REGENCY TEACUP AND SAUCER,1,2024-01-05 19:19:48,2.67,15300,Australia,2.67,2024,1,Jan 2024,5,Friday,1,2024-01-05
536399,23355,HOT WATER BOTTLE KEEP CALM,21,2025-03-01 19:11:19,4.62,15336,EIRE,97.02,2025,3,Mar 2025,1,Saturday,9,2025-03-01
542113,21034,REX CASH+CARRY JUMBO SHOPPER,17,2024-12-10 13:24:05,1.19,13041,United Kingdom,20.23,2024,12,Dec 2024,10,Tuesday,50,2024-12-10
539772,20725,LUNCH BAG RED RETROSPOT,3,2024-11-21 13:13:17,1.65,14023,Canada,4.95,2024,11,Nov 2024,21,Thursday,47,2024-11-21
541335,22423,REGENCY CAKESTAND 3 TIER,5,2025-10-31 17:05:14,13.45,15500,EIRE,67.25,2025,10,Oct 2025,31,Friday,44,2025-10-31
538333,22961,JAM MAKING SET PRINTED,10,2024-11-03 20:25:52,1.54,14074,France,15.4,2024,11,Nov 2024,3,Sunday,44,2024-11-03
536881,23355,HOT WATER BOTTLE KEEP CALM,2,2025-07-15 15:40:50,4.27,15776,EIRE,8.54,2025,7,Jul 2025,15,Tuesday,29,2025-07-15
540005,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2024-03-28 12:24:04,4.0,12452,EIRE,12.0,2024,3,Mar 2024,28,Thursday,13,2024-03-28
537590,22698,PINK REGENCY TEACUP AND SAUCER,17,2024-05-04 20:04:16,3.21,15902,United Kingdom,54.57,2024,5,May 2024,4,Saturday,18,2024-05-04
539020,21034,REX CASH+CARRY JUMBO SHOPPER,2,2024-12-26 19:34:53,1.19,15400,Germany,2.38,2024,12,Dec 2024,26,Thursday,52,2024-12-26
542527,84406B,CREAM CUPID HEARTS COAT HANGER,22,2024-12-15 07:19:05,2.89,15441,United Kingdom,63.58,2024,12,Dec 2024,15,Sunday,50,2024-12-15
541707,84406B,CREAM CUPID HEARTS COAT HANGER,8,2024-12-06 03:40:28,2.55,15643,Germany,20.4,2024,12,Dec 2024,6,Friday,49,2024-12-06
538500,20727,LUNCH BAG BLACK SKULL,12,2024-12-17 06:12:15,1.71,17249,United Kingdom,20.52,2024,12,Dec 2024,17,Tuesday,51,2024-12-17
