InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538571,47566,PARTY BUNTING,20,2024-02-02 03:38:52,5.2,12856.0,United Kingdom
543554,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,20,2024-08-01 02:43:23,3.7,16114.0,Italy
540208,22698,PINK REGENCY TEACUP AND SAUCER,18,2025-02-02 16:03:57,2.78,17255.0,Japan
538514,23203,JUMBO BAG DOILEY PATTERNS,17,2025-01-04 04:57:13,2.14,17932.0,United Kingdom
536864,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2025-11-04 23:44:16,3.76,16006.0,Netherlands
542459,71053,WHITE METAL LANTERN,13,2025-11-29 05:15:40,3.48,15533.0,Belgium
541279,22698,PINK REGENCY TEACUP AND SAUCER,24,2024-07-28 20:31:03,2.96,12867.0,United Kingdom
539574,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2024-07-06 00:12:45,3.57,14062.0,United Kingdom
539828,22632,HAND WARMER RED POLKA DOT,3,2024-04-15 13:33:30,1.71,17253.0,Germany
540601,22748,POPPY'S PLAYHOUSE KITCHEN,6,2024-07-03 02:07:54,2.05,15211.0,France
539550,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,18,2024-12-20 03:01:40,3.94,13258.0,France
538174,22745,POPPY'S PLAYHOUSE BEDROOM,3,2024-10-04 11:51:49,2.16,,France
537701,20727,LUNCH BAG BLACK SKULL,6,2024-05-27 08:13:23,1.8,15593.0,United Kingdom
536758,22632,HAND WARMER RED POLKA DOT,10,2024-01-20 12:57:21,1.77,,United Kingdom
541559,23298,SPACEBOY LUNCH BOX,14,2025-11-14 15:07:46,2.09,15096.0,United Kingdom
538937,20727,LUNCH BAG BLACK SKULL,10,2024-01-30 11:57:02,1.74,16129.0,Netherlands
538683,23355,HOT WATER BOTTLE KEEP CALM,1,2024-04-17 04:38:11,4.53,15946.0,United Kingdom
536992,22697,GREEN REGENCY TEACUP AND SAUCER,7,2024-05-30 02:02:52,3.02,15343.0,USA
542409,20727,LUNCH BAG BLACK SKULL,10,2025-05-08 08:27:26,1.72,14058.0,United Kingdom
541942,22423,REGENCY CAKESTAND 3 TIER,23,2025-08-06 18:41:12,11.68,15996.0,EIRE
536893,20728,LUNCH BAG CARS BLUE,13,2024-02-09 04:50:08,1.74,13302.0,United Kingdom
543562,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2025-08-29 13:24:37,4.06,15593.0,Spain
542273,22383,LUNCH BAG SUKI DESIGN,1,2025-04-18 21:14:53,1.67,13117.0,United Kingdom
536431,22698,PINK REGENCY TEACUP AND SAUCER,15,2025-06-14 19:29:17,2.94,13988.0,Denmark
541721,71053,WHITE METAL LANTERN,24,2025-10-13 20:39:49,3.43,12474.0,EIRE
537417,84406B,CREAM CUPID HEARTS COAT HANGER,5,2025-03-29 22:30:10,2.77,17004.0,Germany
540148,22150,3 STRIPEY MICE FELTCRAFT,1,2024-09-01 21:51:58,3.77,15583.0,Germany
538097,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-03-20 23:33:33,2.73,18060.0,United Kingdom
541627,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2024-05-02 17:07:00,2.61,14609.0,United Kingdom
541630,21770,TOADSTOOL LED NIGHT LIGHT,21,2025-07-03 17:10:58,3.84,12763.0,Germany
542527,22698,PINK REGENCY TEACUP AND SAUCER,24,2024-04-16 16:22:09,3.03,,United Kingdom
542223,84978,HANGING HEART JAR T-LIGHT HOLDER,18,2024-01-16 09:50:40,1.35,12384.0,United Kingdom
541376,22752,SET 7 BABUSHKA NESTING BOXES,15,2024-02-16 20:11:56,8.19,14830.0,Germany
541173,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2024-09-25 15:02:58,4.34,13179.0,Switzerland
536836,22423,REGENCY CAKESTAND 3 TIER,1,2024-08-25 22:45:53,13.1,13905.0,United Kingdom
543019,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2025-12-02 18:38:00,2.6,17252.0,United Kingdom
537698,22745,POPPY'S PLAYHOUSE BEDROOM,17,2024-04-10 03:16:21,2.05,16528.0,Germany
537106,22697,GREEN REGENCY TEACUP AND SAUCER,17,2025-07-08 01:36:31,3.09,12602.0,France
537600,22697,GREEN REGENCY TEACUP AND SAUCER,9,2024-01-19 15:35:04,2.76,,United Kingdom
540193,84978,HANGING HEART JAR T-LIGHT HOLDER,1,2024-01-14 13:35:57,1.52,13107.0,United Kingdom
539761,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2024-06-29 17:29:34,3.9,17544.0,Spain
542325,22193,RED DINER WALL CLOCK,23,2024-11-09 21:22:05,8.93,16112.0,United Kingdom
541422,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,2024-12-07 14:33:47,3.51,12417.0,Finland
543349,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2025-08-04 16:19:58,3.51,16087.0,Netherlands
541200,71053,WHITE METAL LANTERN,13,2025-09-07 09:58:53,3.3,18060.0,France
537966,23203,JUMBO BAG DOILEY PATTERNS,23,2024-11-30 09:01:33,2.21,12481.0,United Kingdom
538709,22699,ROSES REGENCY TEACUP AND SAUCER,1,2024-12-20 21:46:18,2.86,13866.0,United Kingdom
539777,22748,POPPY'S PLAYHOUSE KITCHEN,22,2024-03-16 15:32:13,2.17,16295.0,United Kingdom
543792,20728,LUNCH BAG CARS BLUE,9,2024-01-15 19:00:45,1.56,18044.0,EIRE
538350,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2025-09-26 10:37:58,3.59,17440.0,United Kingdom
541437,21770,TOADSTOOL LED NIGHT LIGHT,18,2024-10-15 09:45:20,3.97,17004.0,United Kingdom
539705,22423,REGENCY CAKESTAND 3 TIER,9,2024-12-31 20:50:45,13.4,17416.0,United Kingdom
540542,21770,TOADSTOOL LED NIGHT LIGHT,4,2024-12-16 17:11:56,3.67,15056.0,Netherlands
538192,21770,TOADSTOOL LED NIGHT LIGHT,9,2025-04-25 21:08:36,4.23,16006.0,Spain
539894,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2024-03-20 13:41:25,0.6,13359.0,Germany
543614,22633,HAND WARMER UNION JACK,3,2024-01-06 07:57:34,1.67,18104.0,United Kingdom
538153,21212,PACK OF 72 RETROSPOT CAKE CASES,17,2025-12-05 03:24:28,0.58,14062.0,United Kingdom
539088,23298,SPACEBOY LUNCH BOX,22,2024-02-01 16:16:19,1.96,16171.0,United Kingdom
538347,71053,WHITE METAL LANTERN,2,2024-11-16 16:57:42,3.63,13544.0,Spain
540718,20725,LUNCH BAG RED RETROSPOT,4,2024-08-26 03:17:49,1.77,15985.0,EIRE
537309,22383,LUNCH BAG SUKI DESIGN,4,2025-02-26 06:40:39,1.53,17906.0,United Kingdom
539865,20728,LUNCH BAG CARS BLUE,22,2024-05-14 03:37:40,1.61,16886.0,Singapore
541876,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-10-27 02:15:29,2.52,16976.0,United Kingdom
536623,22961,JAM MAKING SET PRINTED,4,2024-12-22 22:43:04,1.36,,Portugal
537790,22748,POPPY'S PLAYHOUSE KITCHEN,24,2025-05-03 19:08:53,2.05,16206.0,Netherlands
539830,84406B,CREAM CUPID HEARTS COAT HANGER,21,2024-10-30 20:37:29,2.81,12826.0,United Kingdom
537808,23355,HOT WATER BOTTLE KEEP CALM,16,2024-02-23 11:44:27,4.47,17070.0,Spain
539198,22745,POPPY'S PLAYHOUSE BEDROOM,24,2024-07-19 00:45:38,2.19,13256.0,United Kingdom
538698,20727,LUNCH BAG BLACK SKULL,14,2024-06-09 14:54:07,1.56,16717.0,United Kingdom
540936,22698,PINK REGENCY TEACUP AND SAUCER,19,2025-10-08 23:14:52,3.17,,United Kingdom
539152,23298,SPACEBOY LUNCH BOX,22,2025-08-17 14:27:40,1.89,,United Kingdom
539050,85099B,JUMBO BAG RED RETROSPOT,9,2025-02-06 13:43:12,2.18,14509.0,United Kingdom
541614,22961,JAM MAKING SET PRINTED,11,2025-07-29 04:22:27,1.42,13214.0,United Kingdom
538758,21034,REX CASH+CARRY JUMBO SHOPPER,21,2024-12-23 04:06:20,1.21,13806.0,Netherlands
537319,22748,POPPY'S PLAYHOUSE KITCHEN,4,2024-01-12 16:01:41,1.95,16371.0,United Kingdom
537749,22748,POPPY'S PLAYHOUSE KITCHEN,20,2025-04-25 19:29:55,2.3,16502.0,United Kingdom
541469,22150,3 STRIPEY MICE FELTCRAFT,4,2025-07-13 19:42:00,3.83,18127.0,Portugal
539483,47566,PARTY BUNTING,10,2025-01-20 10:47:08,4.61,16736.0,France
540279,21931,JUMBO STORAGE BAG SUKI,20,2024-07-21 06:37:56,1.98,18012.0,United Kingdom
541937,22150,3 STRIPEY MICE FELTCRAFT,21,2025-05-03 02:31:14,3.76,16223.0,Japan
538733,23203,JUMBO BAG DOILEY PATTERNS,21,2024-05-14 14:22:23,2.18,17245.0,Spain
536952,21770,TOADSTOOL LED NIGHT LIGHT,3,2025-02-12 04:55:55,4.11,,United Kingdom
541808,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2025-07-12 14:56:32,4.59,13988.0,United Kingdom
541788,84978,HANGING HEART JAR T-LIGHT HOLDER,23,2025-01-30 05:20:00,1.41,17200.0,United Kingdom
542666,22193,RED DINER WALL CLOCK,2,2025-04-23 09:35:03,8.63,17696.0,Japan
541824,22383,LUNCH BAG SUKI DESIGN,14,2025-04-23 05:00:16,1.57,18047.0,Singapore
541888,22193,RED DINER WALL CLOCK,10,2024-07-19 12:45:03,8.5,13003.0,Spain
542031,22193,RED DINER WALL CLOCK,2,2024-11-09 17:30:13,7.74,,Netherlands
538375,22633,HAND WARMER UNION JACK,14,2024-02-13 13:50:02,1.87,18168.0,United Kingdom
540277,71053,WHITE METAL LANTERN,3,2025-09-01 03:52:33,3.25,18023.0,United Kingdom
538372,22748,POPPY'S PLAYHOUSE KITCHEN,7,2025-04-14 13:01:08,2.25,17150.0,United Kingdom
540278,21931,JUMBO STORAGE BAG SUKI,16,2025-11-24 23:26:24,2.18,16890.0,United Kingdom
543396,47566,PARTY BUNTING,23,2024-03-27 09:30:46,5.26,17245.0,United Kingdom
540418,21034,REX CASH+CARRY JUMBO SHOPPER,2,2025-10-01 07:41:21,1.16,18275.0,United Kingdom
537258,22383,LUNCH BAG SUKI DESIGN,18,2024-07-19 19:36:34,1.58,16686.0,EIRE
542589,20728,LUNCH BAG CARS BLUE,23,2024-07-12 12:14:51,1.59,17079.0,United Kingdom
537768,21034,REX CASH+CARRY JUMBO SHOPPER,23,2025-01-11 02:13:23,1.36,14524.0,United Kingdom
C542415,22150,3 STRIPEY MICE FELTCRAFT,-19,2024-08-17 09:07:35,3.86,17402.0,United Kingdom
537774,47566,PARTY BUNTING,18,2024-06-16 00:41:00,5.17,,United Kingdom
539140,21034,REX CASH+CARRY JUMBO SHOPPER,19,2024-06-12 12:18:26,1.21,14760.0,United Kingdom
541691,22745,POPPY'S PLAYHOUSE BEDROOM,23,2024-03-26 22:01:35,1.91,15095.0,Switzerland
539244,23298,SPACEBOY LUNCH BOX,4,2024-06-18 03:13:31,1.87,13117.0,United Kingdom
539022,21212,PACK OF 72 RETROSPOT CAKE CASES,23,2024-07-21 05:15:41,0.57,16163.0,United Kingdom
541157,84978,HANGING HEART JAR T-LIGHT HOLDER,21,2025-05-28 23:45:49,1.37,12978.0,United Kingdom
542951,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2025-02-05 22:33:27,4.62,16712.0,Singapore
537935,22632,HAND WARMER RED POLKA DOT,4,2024-11-13 13:52:53,1.95,15473.0,United Kingdom
543093,20728,LUNCH BAG CARS BLUE,4,2025-09-17 14:44:15,1.63,12978.0,USA
539403,22193,RED DINER WALL CLOCK,18,2024-06-01 20:19:31,7.89,13532.0,United Kingdom
538113,22745,POPPY'S PLAYHOUSE BEDROOM,20,2024-10-29 11:45:42,2.0,13955.0,United Kingdom
542136,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2025-04-24 09:37:38,4.04,15280.0,United Kingdom
537515,22633,HAND WARMER UNION JACK,22,2024-01-19 12:09:44,1.89,15400.0,Switzerland
538370,20725,LUNCH BAG RED RETROSPOT,15,2025-01-22 11:57:08,1.74,14281.0,United Kingdom
539437,22960,JAM MAKING SET WITH JARS,3,2024-03-25 07:02:50,3.88,12404.0,EIRE
538605,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-06-19 07:13:48,2.33,15311.0,United Kingdom
536672,85099B,JUMBO BAG RED RETROSPOT,1,2024-01-19 07:08:58,2.26,17252.0,USA
542982,71053,WHITE METAL LANTERN,21,2025-05-22 20:34:47,3.09,15170.0,France
542545,23203,JUMBO BAG DOILEY PATTERNS,1,2025-04-15 21:33:10,2.16,13492.0,United Kingdom
543078,22745,POPPY'S PLAYHOUSE BEDROOM,20,2024-03-09 17:48:36,2.25,17890.0,United Kingdom
541058,20728,LUNCH BAG CARS BLUE,17,2025-05-22 22:33:05,1.58,17643.0,United Kingdom
537119,20725,LUNCH BAG RED RETROSPOT,20,2024-09-11 20:12:44,1.71,17324.0,United Kingdom
540786,22748,POPPY'S PLAYHOUSE KITCHEN,24,2024-04-20 17:01:47,1.94,,Singapore
543049,71053,WHITE METAL LANTERN,16,2025-11-26 12:13:37,3.21,16933.0,United Kingdom
541817,22699,ROSES REGENCY TEACUP AND SAUCER,4,2024-11-01 20:09:53,3.22,17127.0,Spain
537949,47566,PARTY BUNTING,23,2024-10-09 02:33:04,5.31,,Germany
543089,20725,LUNCH BAG RED RETROSPOT,15,2025-01-29 07:47:45,1.66,17282.0,Belgium
542819,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2025-11-29 11:56:14,3.59,,United Kingdom
540787,47566,PARTY BUNTING,11,2025-07-14 00:00:02,4.95,17297.0,United Kingdom
542714,23298,SPACEBOY LUNCH BOX,1,2025-09-30 16:51:31,1.97,,United Kingdom
537742,22698,PINK REGENCY TEACUP AND SAUCER,18,2024-12-23 03:10:38,3.21,18169.0,Singapore
542955,22699,ROSES REGENCY TEACUP AND SAUCER,1,2025-08-19 20:38:23,2.8,12980.0,United Kingdom
541681,22698,PINK REGENCY TEACUP AND SAUCER,6,2024-01-25 12:12:54,3.06,12971.0,Australia
541283,22697,GREEN REGENCY TEACUP AND SAUCER,10,2025-01-14 11:22:17,3.17,17923.0,United Kingdom
541809,22423,REGENCY CAKESTAND 3 TIER,9,2024-12-29 20:55:07,12.56,16278.0,Germany
537966,22960,JAM MAKING SET WITH JARS,8,2024-03-28 08:29:30,4.66,14908.0,Japan
C541310,22961,JAM MAKING SET PRINTED,-22,2025-11-11 12:37:14,1.38,,United Kingdom
538978,22193,RED DINER WALL CLOCK,19,2025-08-16 16:32:39,8.18,13130.0,United Kingdom
542260,22633,HAND WARMER UNION JACK,9,2024-11-21 14:56:29,1.8,16932.0,United Kingdom
538786,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2024-02-03 19:01:55,3.93,16075.0,United Kingdom
538093,71053,WHITE METAL LANTERN,1,2025-10-25 21:59:47,3.68,16996.0,Finland
543614,22150,3 STRIPEY MICE FELTCRAFT,18,2024-01-05 00:23:10,3.86,16821.0,France
537892,22699,ROSES REGENCY TEACUP AND SAUCER,1,2025-02-24 08:27:31,2.76,17394.0,United Kingdom
542821,22633,HAND WARMER UNION JACK,10,2025-09-12 16:02:49,1.85,,United Kingdom
541734,22961,JAM MAKING SET PRINTED,23,2025-01-16 22:40:55,1.37,14062.0,France
542850,84406B,CREAM CUPID HEARTS COAT HANGER,9,2024-08-22 14:37:14,2.49,14205.0,United Kingdom
536487,23355,HOT WATER BOTTLE KEEP CALM,20,2024-05-30 06:41:17,5.02,17653.0,USA
538839,21931,JUMBO STORAGE BAG SUKI,5,2025-06-24 20:29:30,1.96,16762.0,France
541999,21770,TOADSTOOL LED NIGHT LIGHT,23,2024-06-29 15:40:19,4.12,16974.0,United Kingdom
536697,22193,RED DINER WALL CLOCK,16,2024-07-05 07:09:07,8.54,14109.0,Belgium
543693,22697,GREEN REGENCY TEACUP AND SAUCER,7,2025-12-01 20:10:06,3.19,14017.0,United Kingdom
543060,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2024-10-11 06:05:57,3.96,17143.0,EIRE
C540857,22150,3 STRIPEY MICE FELTCRAFT,-14,2025-04-11 10:41:10,3.69,12991.0,United Kingdom
542265,22699,ROSES REGENCY TEACUP AND SAUCER,4,2024-03-22 15:18:21,3.2,16116.0,Sweden
537539,21034,REX CASH+CARRY JUMBO SHOPPER,22,2025-04-26 17:55:47,1.27,15318.0,Norway
542759,22752,SET 7 BABUSHKA NESTING BOXES,23,2024-06-11 21:19:32,7.13,15441.0,Netherlands
C540889,84879,ASSORTED COLOUR BIRD ORNAMENT,-1,2025-05-04 02:10:04,1.55,16321.0,EIRE
538503,23203,JUMBO BAG DOILEY PATTERNS,3,2024-04-13 06:15:02,2.08,13744.0,United Kingdom
539239,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2024-12-09 17:19:55,3.53,12461.0,Norway
543696,22632,HAND WARMER RED POLKA DOT,17,2024-01-29 15:54:43,1.81,17628.0,France
538808,22698,PINK REGENCY TEACUP AND SAUCER,20,2024-05-27 05:48:07,2.8,13103.0,Japan
538655,22697,GREEN REGENCY TEACUP AND SAUCER,23,2025-07-10 02:32:52,3.18,12747.0,United Kingdom
536717,22633,HAND WARMER UNION JACK,11,2025-01-22 06:47:05,1.84,13992.0,Japan
542961,84978,HANGING HEART JAR T-LIGHT HOLDER,9,2025-06-15 10:40:57,1.43,,France
539209,47566,PARTY BUNTING,14,2024-10-26 07:54:36,5.32,,United Kingdom
540813,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2024-10-21 04:31:37,3.78,17217.0,United Kingdom
538899,21931,JUMBO STORAGE BAG SUKI,19,2025-07-08 04:48:42,2.01,16684.0,United Kingdom
536792,22423,REGENCY CAKESTAND 3 TIER,14,2025-05-05 00:56:24,13.46,15248.0,United Kingdom
536444,23298,SPACEBOY LUNCH BOX,19,2024-06-04 18:46:39,1.85,15500.0,United Kingdom
539346,71053,WHITE METAL LANTERN,18,2025-02-15 10:29:46,3.47,14896.0,United Kingdom
543618,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2025-09-24 06:41:50,0.59,17821.0,United Kingdom
541369,22193,RED DINER WALL CLOCK,6,2025-07-21 14:23:21,8.76,14993.0,Denmark
539589,22698,PINK REGENCY TEACUP AND SAUCER,12,2024-10-02 13:14:40,2.77,14209.0,United Kingdom
539012,71053,WHITE METAL LANTERN,17,2025-07-25 18:52:13,3.4,17319.0,United Kingdom
536930,84406B,CREAM CUPID HEARTS COAT HANGER,22,2025-09-21 02:52:24,2.97,17070.0,United Kingdom
540312,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2025-01-26 09:27:15,3.54,13047.0,Belgium
538601,21931,JUMBO STORAGE BAG SUKI,6,2025-11-06 23:59:42,2.16,12880.0,Denmark
542806,20727,LUNCH BAG BLACK SKULL,18,2024-02-02 04:54:44,1.59,12837.0,Sweden
543347,22748,POPPY'S PLAYHOUSE KITCHEN,4,2024-07-01 03:57:07,2.03,13544.0,France
539298,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2025-05-09 04:32:24,4.11,16637.0,Italy
541763,47566,PARTY BUNTING,14,2025-05-04 03:59:08,0.0,17897.0,Netherlands
541643,22193,RED DINER WALL CLOCK,24,2025-07-18 23:33:00,9.06,14522.0,Norway
538325,85099B,JUMBO BAG RED RETROSPOT,23,2025-04-07 14:56:29,2.26,12741.0,Denmark
541585,22960,JAM MAKING SET WITH JARS,13,2025-11-08 05:43:07,4.03,14565.0,United Kingdom
541536,22632,HAND WARMER RED POLKA DOT,16,2025-11-24 10:11:01,1.77,17917.0,Finland
541634,84978,HANGING HEART JAR T-LIGHT HOLDER,9,2024-09-19 06:40:48,1.37,14823.0,Germany
538833,84406B,CREAM CUPID HEARTS COAT HANGER,2,2025-06-03 12:01:15,2.99,13103.0,France
542021,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2024-12-15 21:45:56,2.3,14201.0,United Kingdom
538179,21931,JUMBO STORAGE BAG SUKI,14,2024-04-23 08:53:57,2.1,15583.0,United Kingdom
540061,84978,HANGING HEART JAR T-LIGHT HOLDER,9,2025-11-11 20:06:54,1.45,13057.0,United Kingdom
542239,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2025-07-13 21:04:00,0.56,16981.0,Denmark
543677,22632,HAND WARMER RED POLKA DOT,4,2025-06-05 12:18:57,1.93,13396.0,United Kingdom
543364,22752,SET 7 BABUSHKA NESTING BOXES,9,2025-05-18 04:59:00,7.37,16897.0,United Kingdom
542820,22423,REGENCY CAKESTAND 3 TIER,11,2025-06-04 21:19:14,12.8,17262.0,United Kingdom
538383,22423,REGENCY CAKESTAND 3 TIER,12,2025-12-08 15:57:27,13.27,17459.0,United Kingdom
537343,20727,LUNCH BAG BLACK SKULL,21,2025-11-26 15:45:45,1.6,16372.0,EIRE
542024,21212,PACK OF 72 RETROSPOT CAKE CASES,22,2024-09-03 13:22:17,0.52,12881.0,United Kingdom
540770,22752,SET 7 BABUSHKA NESTING BOXES,15,2025-05-31 11:58:58,7.59,16485.0,United Kingdom
539197,20727,LUNCH BAG BLACK SKULL,7,2025-06-17 09:17:15,1.5,13081.0,Denmark
542129,84406B,CREAM CUPID HEARTS COAT HANGER,12,2025-06-23 07:54:25,2.55,13271.0,USA
538984,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2025-09-06 22:39:35,4.53,,Germany
537738,22193,RED DINER WALL CLOCK,15,2024-01-31 09:17:44,8.39,13800.0,Switzerland
539221,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2025-01-19 17:36:26,0.55,15290.0,United Kingdom
540988,47566,PARTY BUNTING,12,2025-11-24 21:07:13,4.47,17890.0,United Kingdom
C543270,23203,JUMBO BAG DOILEY PATTERNS,-15,2025-01-27 20:03:58,2.25,17177.0,Italy
537580,21730,GLASS STAR FROSTED T-LIGHT HOLDER,21,2025-10-19 01:25:14,4.3,16502.0,Spain
540752,23298,SPACEBOY LUNCH BOX,11,2024-06-10 10:30:40,1.84,17324.0,Germany
537330,71053,WHITE METAL LANTERN,17,2024-11-14 20:32:19,3.16,13963.0,United Kingdom
540145,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2024-09-15 19:33:50,1.4,14016.0,Denmark
542294,21770,TOADSTOOL LED NIGHT LIGHT,6,2025-05-16 09:59:45,4.14,18104.0,United Kingdom
538550,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2025-04-21 14:37:33,1.79,16886.0,United Kingdom
542532,20728,LUNCH BAG CARS BLUE,21,2024-01-10 08:20:23,1.8,13129.0,Switzerland
540015,23298,SPACEBOY LUNCH BOX,7,2024-11-17 01:51:51,2.07,14133.0,United Kingdom
538128,22383,LUNCH BAG SUKI DESIGN,23,2024-11-16 22:01:05,1.81,14746.0,Belgium
538983,22633,HAND WARMER UNION JACK,6,2025-10-30 16:55:05,1.89,16090.0,Netherlands
536783,20728,LUNCH BAG CARS BLUE,9,2024-05-06 09:24:46,1.68,15776.0,Canada
536929,21770,TOADSTOOL LED NIGHT LIGHT,19,2025-03-27 10:39:00,4.0,17177.0,United Kingdom
543761,22748,POPPY'S PLAYHOUSE KITCHEN,12,2024-06-16 01:05:01,2.19,17501.0,Germany
538916,20727,LUNCH BAG BLACK SKULL,6,2025-04-13 06:16:04,1.78,15851.0,United Kingdom
541762,22383,LUNCH BAG SUKI DESIGN,13,2025-01-10 18:38:48,1.51,12392.0,Germany
539717,20728,LUNCH BAG CARS BLUE,21,2024-08-16 07:10:16,1.56,12799.0,USA
537838,22633,HAND WARMER UNION JACK,1,2025-03-10 08:02:55,1.73,16794.0,EIRE
538543,22383,LUNCH BAG SUKI DESIGN,17,2024-03-16 12:09:26,1.67,17840.0,Germany
541184,85099B,JUMBO BAG RED RETROSPOT,-4,2025-11-05 01:00:44,2.07,15300.0,Germany
540799,84978,HANGING HEART JAR T-LIGHT HOLDER,14,2024-12-01 12:11:37,1.5,15012.0,United Kingdom
536859,23203,JUMBO BAG DOILEY PATTERNS,20,2024-11-04 01:31:15,1.96,16219.0,Sweden
538601,22632,HAND WARMER RED POLKA DOT,18,2025-10-05 07:47:19,1.92,13984.0,United Kingdom
539743,20725,LUNCH BAG RED RETROSPOT,24,2024-05-01 20:47:59,1.76,15097.0,Sweden
542868,20725,LUNCH BAG RED RETROSPOT,13,2025-07-02 10:58:09,1.69,15877.0,United Kingdom
541665,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,9,2025-06-21 15:13:23,3.62,14230.0,United Kingdom
539642,22633,HAND WARMER UNION JACK,3,2024-01-29 22:31:27,1.68,18267.0,Sweden
541442,22699,ROSES REGENCY TEACUP AND SAUCER,24,2024-09-24 07:27:44,2.95,12669.0,Netherlands
539969,22383,LUNCH BAG SUKI DESIGN,20,2025-01-23 11:43:21,0.0,13157.0,EIRE
540344,22633,HAND WARMER UNION JACK,2,2025-02-07 09:18:16,1.88,18057.0,France
542275,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2025-11-27 01:09:22,1.77,13363.0,United Kingdom
537616,22698,PINK REGENCY TEACUP AND SAUCER,18,2025-10-07 20:01:22,2.97,17856.0,Spain
536497,22633,HAND WARMER UNION JACK,7,2024-07-24 17:29:53,1.7,17643.0,Germany
538399,84978,HANGING HEART JAR T-LIGHT HOLDER,16,2024-04-07 10:46:08,1.59,12893.0,Germany
537026,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2024-02-07 12:42:48,1.86,15742.0,USA
542397,22423,REGENCY CAKESTAND 3 TIER,20,2025-10-03 16:55:55,12.29,12986.0,United Kingdom
540010,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,13,2025-05-03 09:53:03,3.71,16976.0,United Kingdom
538125,22632,HAND WARMER RED POLKA DOT,11,2025-09-24 23:09:44,1.94,16371.0,EIRE
539209,22960,JAM MAKING SET WITH JARS,3,2024-11-11 07:52:55,4.28,13323.0,Netherlands
542677,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2024-09-13 04:14:07,0.56,16234.0,Australia
539507,23298,SPACEBOY LUNCH BOX,16,2024-03-17 22:44:26,2.13,15072.0,Sweden
542097,21931,JUMBO STORAGE BAG SUKI,3,2025-03-30 02:20:02,2.04,16528.0,United Kingdom
C538520,85099B,JUMBO BAG RED RETROSPOT,-18,2025-10-28 22:11:48,2.06,14966.0,United Kingdom
541830,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2025-11-01 19:48:33,0.58,17802.0,USA
537813,22698,PINK REGENCY TEACUP AND SAUCER,4,2025-10-26 00:18:02,2.85,12971.0,United Kingdom
542865,84978,HANGING HEART JAR T-LIGHT HOLDER,23,2024-01-30 15:16:39,1.52,18103.0,United Kingdom
C543622,20725,LUNCH BAG RED RETROSPOT,-6,2025-08-26 23:19:34,1.73,16333.0,Belgium
539551,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2025-09-27 01:06:48,1.85,13735.0,EIRE
537911,22745,POPPY'S PLAYHOUSE BEDROOM,5,2024-02-18 23:14:08,2.22,14047.0,Spain
542608,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2024-11-25 08:48:05,1.8,17561.0,United Kingdom
537005,47566,PARTY BUNTING,18,2024-10-08 21:18:25,5.39,17797.0,United Kingdom
538953,22633,HAND WARMER UNION JACK,3,2024-09-16 01:36:00,1.7,14922.0,United Kingdom
538504,85099B,JUMBO BAG RED RETROSPOT,5,2024-11-09 07:55:52,2.18,16596.0,Spain
